单词                  |音标                  |词性&词义               
mess                  |/mes/                 |< v. > - 弄糟；弄乱；妨碍 ;< n. > - 混乱；混杂；脏乱；一份食品；粪便；（军队的）食堂 ;
message               |/ˈmesɪdʒ/             |< v. > - 传递信息；通讯 ;< n. > - 消息；信息；要点；寓意 ;
messenger             |/ˈmesɪndʒər/          |< n. > - 报信者；先兆 ;
metal                 |/ˈmetl/               |< vt. > - (以金属)覆盖、装配 ;< n. > - 金属；合金；玻璃液 ;
mete                  |/miːt/                |< vt. > - 量；测量；分配 ;< n. > - 边界；界石 ;
meter                 |/ˈmiːtər/             |< vt. > - (用仪表)测量 ;< n. > - 计量器；计时器 ;
method                |/ˈmeθəd/              |< n. > - 类函数；类成员函数（计算机） ;
metre                 |/ˈmiːtər/             |< other nominal > - =meter(美) ;< n. > - （诗的）韵律；格律 ;
metric                |/ˈmetrɪk/             |< adj. > - 公制的；米制的；十进制的 ;< n. > - 标准；度量 ;
Miami                 |/maɪˈæmi/             |< n. > - 迈阿密(美国城市名) ;
microcomputer         |/ˈmaɪkroʊkəmpjuːtər/  |< n. > - 微型计算机 ;
microphone            |/ˈmaɪkrəfoʊn/         |< n. > - 麦克风；扩音器 ;
microscope            |/ˈmaɪkrəskoʊp/        |< n. > - 显微镜 ;
microscopic           |/ˌmaɪkrəˈskɑːpɪk/     |< adj. > - 显微镜的；极小的；微观的 ;
midday                |/ˌmɪdˈdeɪ/            |< n. > - 正午；中午 ;
middle                |/ˈmɪdl/               |< adj. > - 中等的；中间的；中期的 ;< vt. > - 放在中间；把  ;< n. > - 中间 ;
midnight              |/ˈmɪdnaɪt/            |< n. > - 午夜；漆黑 ;
midst                 |/mɪdst/               |< prep. > - 在  ;< n. > - 中间；当中 ;
might                 |/maɪt/                |< aux. > - 可能；也许；may的过去式 ;< n. > - 威力；力量 ;
mighty                |/ˈmaɪti/              |< adv. > - 很；极其 ;< adj. > - 强大的；巨大的 ;
mild                  |/maɪld/               |< adj. > - 温和的；柔和的；宽大的；清淡的 ;
mildly                |/ˈmaɪldli/            |< adv. > - 柔和地；和善地；谨慎地 ;
mile                  |/maɪl/                |< n. > - 英里；海里；一英里赛跑 ;
milestone             |/ˈmaɪlstoʊn/          |< n. > - 里程碑 ;
military              |/ˈmɪləteri/           |< adj. > - 军事的 ;< n. > - 军队 ;
milk                  |/mɪlk/                |< v. > - 挤乳；产乳；榨取 ;< n. > - 奶；牛奶；乳汁 ;
mill                  |/mɪl/                 |< v. > - 碾碎；磨；（使）乱转 ;< n. > - 磨坊；工厂；磨粉机 ;
millimetre            |/ˈmɪlimiːtər/         |< other nominal > - =millimeter(美) ;< n. > - 毫米 ;
million               |/ˈmɪljən/             |< adj. > - 无数的；百万的 ;< n. > - 百万；群众 ;
milometer             |/maɪˈlɑːmɪtər/        |< other nominal > - =odometer（美） ;< n. > - 计程表 ;
mind                  |/maɪnd/               |< v. > - 留心；注意；专心于；介意；照顾 ;< n. > - 头脑；精神；心；想法；意见；心思；注意力；有才智的人；记忆；心情；理智；[宗]追思弥撒；上帝 ;
mine                  |/maɪn/                |< pron. > - 我的 ;< v. > - 采矿；用地雷炸 ;< n. > - 矿；地雷；矿藏 ;
miner                 |/ˈmaɪnər/             |< n. > - 矿工 ;
mineral               |/ˈmɪnərəl/            |< n. > - 矿物(石）；矿物质 ;
miniature             |/ˈmɪnətʃər/           |< adj. > - 小型的；小规模的 ;< n. > - 缩图；小画像；小模型 ;
minimum               |/ˈmɪnɪməm/            |< adj. > - 最少的；最低程度的 ;< n. > - 最低限度；最小量 ;
minister              |/ˈmɪnɪstər/           |< v. > - 照顾；给予帮助 ;< n. > - 外交使节；部长；大臣；牧师 ;
ministry              |/ˈmɪnɪstri/           |< n. > - (政府的)部；内阁；(全体)牧师 ;
minor                 |/ˈmaɪnər/             |< v. > - 辅修 ;< adj. > - 轻微的；较小的；次要的 ;< n. > - 未成年人；辅修科目；[音]小调 ;
minority              |/maɪˈnɔːrəti/         |< n. > - 少数；少数民族；未成年 ;
minus                 |/ˈmaɪnəs/             |< prep. > - 减去 ;< adj. > - 负的；减的 ;< n. > - 减号；负数；缺点 ;
minute                |/ˈmɪnɪt/              |< adj. > - 微小的；仔细的 ;< vt. > - 记录 ;< n. > - 分钟；片刻；备忘；会议记录 ;
miracle               |/ˈmɪrəkl/             |< n. > - 奇迹 ;
miraculously          |/mɪˈrækjələsli/       |< adv. > - 奇迹般地 ;
mirror                |/ˈmɪrər/              |< vt. > - 反映；反射 ;< n. > - 镜子；反映 ;
mirth                 |/mɜːrθ/               |< n. > - 欢乐；欢笑 ;
miserable             |/ˈmɪzrəbl/            |< adj. > - 痛苦的；悲惨的；贫乏的；狼狈的 ;
misery                |/ˈmɪzəri/             |< n. > - 痛苦；悲惨的境遇；苦难 ;
misfortune            |/ˌmɪsˈfɔːrtʃuːn/      |< n. > - 不幸；灾祸 ;
mislead               |/ˌmɪsˈliːd/           |< vt. > - 误导；使产生错误印象；欺骗；使误入歧途 ;
miss                  |/mɪs/                 |< vt. > - 错过；漏掉 ;< n. > - [M-]小姐 ;
missile               |/ˈmɪsl/               |< n. > - 导弹；投射物 ;
missing               |/ˈmɪsɪŋ/              |< other nominal > - 动词miss的现在分词形式 ;< adj. > - 失踪的；失去的；漏掉的 ;
mission               |/ˈmɪʃn/               |< n. > - 使命；代表团；任务；布道 ;
mist                  |/mɪst/                |< vt. > - 使…模糊；蒙上雾 ;< vi. > - 使模糊；下雾 ;< n. > - 雾；迷蒙；朦胧不清 ;
mistake               |/mɪˈsteɪk/            |< v. > - 误解；弄错 ;< n. > - 错误；误会；过失 ;
mistaken              |/mɪˈsteɪkən/          |< other nominal > - 动词mistake的过去分词 ;< adj. > - 犯错的；错误的 ;
mister                |/ˈmɪstər/             |< v. > - 称…先生 ;< n. > - 先生 ;
mistress              |/ˈmɪstrəs/            |< n. > - 主妇；女主人；情妇 ;
misunderstand         |/ˌmɪsʌndərˈstænd/     |< v. > - 误解；误会；不了解 ;
mix                   |/mɪks/                |< n. > - 混合(物)；融合 ;< v. > - 混合；掺入；合成；联系；融合；介入 ;
mixture               |/ˈmɪkstʃər/           |< n. > - 混合；混合物 ;
moan                  |/moʊn/                |< vt. > - 抱怨；呻吟 ;< vi. > - 呻吟；抱怨 ;< n. > - 呻吟声；抱怨声 ;
mobile                |/ˈmoʊbl/              |< adj. > - 移动的；易变的；活动的 ;< n. > - <美>汽车；可动雕塑；悬挂饰物；活动物体 ;
mode                  |/moʊd/                |< n. > - 方式；模式；样式；风格 ;
model                 |/ˈmɑːdl/              |< v. > - 做模型；模仿；塑造 ;< adj. > - 模范的；作模型用的 ;< n. > - 模范；模特儿；模型 ;
moderate              |/ˈmɑːdərət/           |< n. > - 稳健的人 ;< adj. > - 适度的；温和的；稳健的；中等的 ;< v. > - 节制；使  ;
modern                |/ˈmɑːdərn/            |< adj. > - 现代的；时髦的 ;< n. > - 现代人；时尚人士 ;
modest                |/ˈmɑːdɪst/            |< adj. > - 谦虚的；适度的；端庄的；有节制的 ;
modify                |/ˈmɑːdɪfaɪ/           |< v. > - 修改；更改；缓和；修饰 ;
moist                 |/mɔɪst/               |< adj. > - 潮湿的；湿润的；[医]湿性的 ;
moisture              |/ˈmɔɪstʃər/           |< n. > - 水分；潮气；湿度 ;
molecule              |/ˈmɑːlɪkjuːl/         |< n. > - 分子；微粒 ;
moment                |/ˈmoʊmənt/            |< n. > - 片刻；瞬间；力矩；非常重要的时机；准确时刻 ;
monastery             |/ˈmɑːnəsteri/         |< n. > - 修道院；寺院 ;
Monday                |/ˈmʌndeɪ/             |< n. > - 星期一 ;
money                 |/ˈmʌni/               |< n. > - 财产；钱；货币 ;
money-box             |/'mʌnɪ bɒks/          |< n. > - 储蓄箱 ;
monitor               |/ˈmɑːnɪtər/           |< n. > - 班长；监视器；监听员；[计算机]显示器 ;< v. > - 监视；监督；监听 ;
monk                  |/mʌŋk/                |< n. > - 僧侣；修道士 ;
monkey                |/ˈmʌŋki/              |< v. > - 嘲弄；胡闹；模仿 ;< n. > - 猴子；猴一样的人 ;
monotonous            |/məˈnɑːtənəs/         |< adj. > - 单调的 ;
monster               |/ˈmɑːnstər/           |< adj. > - 巨大的；庞大的 ;< n. > - 怪物；恶人；巨物 ;
monstrous             |/ˈmɑːnstrəs/          |< adj. > - 怪异的；畸形的；巨大的 ;
month                 |/mʌnθ/                |< n. > - 月，月份 ;
monthly               |/ˈmʌnθli/             |< adv. > - 每月；按月 ;< adj. > - 每月的；一个月有效的；每月发生的 ;< n. > - (复数）monthlies:月经 ;
monument              |/ˈmɑːnjumənt/         |< n. > - 纪念碑；历史遗迹；不朽作品 ;
mood                  |/muːd/                |< n. > - 心情；情绪；气氛 ;
moon                  |/muːn/                |< v. > - 闲逛；虚度；露光臀示人 ;< n. > - 月亮；月球 ;
moonlight             |/ˈmuːnlaɪt/           |< v. > - 兼职 ;< adj. > - 夜间的 ;< n. > - 月光 ;
moor                  |/mʊr/                 |< other nominal > - Moor: 摩尔人 ;< v. > - 系住；停泊 ;< n. > - 荒野；旷野 ;
moral                 |/ˈmɔːrəl/             |< adj. > - 道德的；精神上的 ;< n. > - 寓意；道德；品行；伦理 ;
more                  |/mɔːr/                |< pron. > - 更多的；另外的；更大的 ;< adv. > - 更多；再；另外；进一步 ;
moreover              |/mɔːrˈoʊvər/          |< adv. > - 此外；而且 ;
morning               |/ˈmɔːrnɪŋ/            |< n. > - 早晨；上午；开端 ;
mortal                |/ˈmɔːrtl/             |< adj. > - 致命的；终有一死的；不共戴天的；极度的 ;< n. > - 凡人 ;
mortally              |/ˈmɔːrtəli/           |< adv. > - 致命地 ;
mosquito              |/məˈskiːtoʊ/          |< n. > - 蚊子 ;
most                  |/moʊst/               |< pron. > - 大多数；大部分 ;< adv. > - 最；最多；极其 ;< adj. > - 最多的；大多数的 ;< n. > - 最多 ;
mostly                |/ˈmoʊstli/            |< adv. > - 主要地；通常 ;
moth                  |/mɔːθ/                |< n. > - 蠹；蛾 ;
mother                |/ˈmʌðər/              |< adj. > - 母亲的；母体的；本源的 ;< vt. > - 生育；像母亲一样关爱 ;< n. > - 母亲；妈妈 ;
motion                |/ˈmoʊʃn/              |< v. > - 示意；运动；向  ;< n. > - 移动；动作；打手势；示意；提议；大便 ;
motionless            |/ˈmoʊʃnləs/           |< adj. > - 不动的；静止的 ;
motivate              |/ˈmoʊtɪveɪt/          |< vt. > - 激发(兴趣或欲望)；给与动机 ;
motive                |/ˈmoʊtɪv/             |< adj. > - 发动的；运动的；动机的 ;< vt. > - 促使 ;< n. > - 动机；目的；主题 ;
motor                 |/ˈmoʊtər/             |< adj. > - 机动的；汽车的；运动神经的 ;< n. > - 马达；发动机；机动车 ;
mould                 |/moʊld/               |< v. > - 模压；塑造；长霉 ;< n. > - 形状；模子；气质；霉菌；土 ;
mount                 |/maʊnt/               |< n. > - 山；峰 ;< v. > - 登上；爬上；装上；上升 ;
mountain              |/ˈmaʊntən/            |< n. > - 大量；山；山脉；高山 ;
mourn                 |/mɔːrn/               |< v. > - 哀悼；忧伤；服丧 ;
mournful              |/ˈmɔːrnfl/            |< adj. > - 悲恸的；悲哀的；令人惋惜的 ;
mouse                 |/maʊs/                |< v. > - 捕鼠；仔细搜寻；移动鼠标至 ;< n. > - 老鼠；胆小如鼠的人；鼠标 ;
mouth                 |/maʊθ/                |< v. > - 不出声说；装腔作势地说；喃喃地说 ;< n. > - 嘴；口；开口；河口 ;
mouthful              |/ˈmaʊθfʊl/            |< n. > - 一口；又长又拗口的词 ;
move                  |/muːv/                |< vt. > - 推动；使移动；使  ;< vi. > - 移动；搬家；采取行动 ;< n. > - 移动；步骤；迁居；动作 ;
movement              |/ˈmuːvmənt/           |< n. > - 活动；运动；动作；[音]乐章 ;
movie                 |/ˈmuːvi/              |< n. > - 电影 ;
mow                   |/moʊ/                 |< n. > - 草堆；谷物堆；鬼脸 ;< v. > - 割（草、麦等）；刈；扫射；扮鬼脸 ;
much                  |/mʌtʃ/                |< adv. > - 很；非常；几乎 ;< adj. > - 许多的 ;< n. > - 许多 ;
much-travelled        |/'mʌtʃtr'ævld/        |< adj. > - 周游列国的；到过很多国家旅行的 ;
mud                   |/mʌd/                 |< vt. > - 弄脏；抹泥 ;< n. > - 泥；泥浆；诽谤 ;
muddy                 |/ˈmʌdi/               |< adj. > - 泥泞的；浑浊的；糊涂的 ;< v. > - 使沾上烂泥；使  ;
muffle                |/ˈmʌfl/               |< v. > - 围裹；抑制；发低沉的声音 ;
muffled               |/ˈmʌfld/              |< other nominal > - 动词muffle的过去式和过去分词形式 ;< adj. > - (指声音)听不清的；低沉的 ;
